"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098664","BP","GO:0098664","G protein-coupled serotonin receptor signaling pathway","3/512","12/29008",0.00106799923655543,0.0144645338990705,0.0108282250218606,"Htr1b/Htr2a/Htr2c",3
"GO:1902667","BP","GO:1902667","regulation of axon guidance","3/512","12/29008",0.00106799923655543,0.0144645338990705,0.0108282250218606,"Slit2/Fezf2/Vegfa",3
"GO:2000322","BP","GO:2000322","regulation of glucocorticoid receptor signaling pathway","3/512","12/29008",0.00106799923655543,0.0144645338990705,0.0108282250218606,"Bdnf/Arntl/Per1",3
"GO:2000849","BP","GO:2000849","regulation of glucocorticoid secretion","3/512","12/29008",0.00106799923655543,0.0144645338990705,0.0108282250218606,"Crh/Tac1/Galr1",3
"GO:0031348","BP","GO:0031348","negative regulation of defense response","12/512","236/29008",0.00107199966664852,0.0144645338990705,0.0108282250218606,"Tnfaip6/Cd44/Ghsr/Isg15/Fgl2/Slit2/Zfp36/Tnfaip3/Irak3/Arg2/Ier3/Adcyap1",12
"GO:0008306","BP","GO:0008306","associative learning","8/512","116/29008",0.00107298528564534,0.0144645338990705,0.0108282250218606,"Bdnf/Lrrn4/Crh/Tac1/Hrh1/Drd4/Tpbg/Nts",8
"GO:0060078","BP","GO:0060078","regulation of postsynaptic membrane potential","8/512","116/29008",0.00107298528564534,0.0144645338990705,0.0108282250218606,"Rgs4/Bdnf/Ntsr1/Gabrg1/Drd4/Glra1/Adcyap1/Gabre",8
"GO:0050900","BP","GO:0050900","leukocyte migration","16/512","373/29008",0.00107860893031842,0.0144935907389089,0.0108499771227157,"Scg2/Prss56/Thbs1/Il12a/Slit2/Tafa4/Hrh1/Mst1/Madcam1/Kitl/Pawr/Asb2/Syk/Dusp1/Vegfa/Gcnt1",16
"GO:0043297","BP","GO:0043297","apical junction assembly","7/512","90/29008",0.00108394689960956,0.0145014436022851,0.010855855816927,"Epha2/Cldn3/Cldn23/Ocln/Cldn5/Cldn1/Mpp7",7
"GO:0060350","BP","GO:0060350","endochondral bone morphogenesis","6/512","66/29008",0.00108960356332077,0.0145014436022851,0.010855855816927,"Col9a1/Nppc/Thbs1/Col10a1/Col1a1/Stc1",6
"GO:0060389","BP","GO:0060389","pathway-restricted SMAD protein phosphorylation","6/512","66/29008",0.00108960356332077,0.0145014436022851,0.010855855816927,"Eng/Bmp2/Gdf5/Tgfb3/Inhba/Gdf10",6
"GO:0010594","BP","GO:0010594","regulation of endothelial cell migration","10/512","174/29008",0.00110277277272199,0.0146301187847784,0.0109521827252456,"Ptgs2/Thbs1/Cd40/Epha2/Slit2/Adamts9/Hdac5/Stc1/Smoc2/Vegfa",10
"GO:0090087","BP","GO:0090087","regulation of peptide transport","12/512","237/29008",0.00111157145200903,0.0147001806897017,0.0110046314302826,"Crh/Ghsr/Lepr/Nmu/Trh/Arntl/Irs2/Cartpt/Adcy8/Adcyap1/Apln/Htr2c",12
"GO:0071385","BP","GO:0071385","cellular response to glucocorticoid stimulus","5/512","45/29008",0.00114687780582415,0.0151192503171582,0.0113183491247198,"Trim63/Zfp36/Akap13/Sstr2/Gdnf",5
"GO:0022408","BP","GO:0022408","negative regulation of cell-cell adhesion","11/512","206/29008",0.00115522123909825,0.0151813508119233,0.011364837876862,"Lax1/Cd44/Bmp2/Fgl2/Lrrc32/Tnfaip3/Pawr/Irf1/Arg2/Btn2a2/Vegfa",11
"GO:0042461","BP","GO:0042461","photoreceptor cell development","6/512","67/29008",0.00117921893688743,0.0154481377343341,0.0115645559492805,"Cnga3/Bhlhe23/Gnat1/Dio3/Vegfa/Rorb",6
"GO:0014821","BP","GO:0014821","phasic smooth muscle contraction","4/512","27/29008",0.00121961870209466,0.0158285296771851,0.0118493193286215,"Ghsr/Tacr2/Sstr2/Gdnf",4
"GO:0016048","BP","GO:0016048","detection of temperature stimulus","4/512","27/29008",0.00121961870209466,0.0158285296771851,0.0118493193286215,"Ntsr1/Tac1/Pawr/Htr2a",4
"GO:0060004","BP","GO:0060004","reflex","4/512","27/29008",0.00121961870209466,0.0158285296771851,0.0118493193286215,"Nr4a3/Aldh1a3/Cdh23/Glra1",4
"GO:1904035","BP","GO:1904035","regulation of epithelial cell apoptotic process","7/512","92/29008",0.00123332804135973,0.015956897476292,0.0119454161281444,"Scg2/Thbs1/Cd40/Ngf/Zfp36/Mst1/Tnfaip3",7
"GO:0008406","BP","GO:0008406","gonad development","12/512","240/29008",0.00123762880959526,0.0159631197385759,0.0119500741459295,"Kif18a/Tiparp/Arid5b/Kitl/Six4/Esr2/Inhba/Fst/Adamts1/Vegfa/Adcyap1/Insl6",12
"GO:0022404","BP","GO:0022404","molting cycle process","8/512","119/29008",0.00126537568441975,0.0161219664182625,0.0120689875933745,"Ptgs2/Lncpint/Barx2/Edar/Lgr5/Inhba/Fst/Fgf10",8
"GO:0022405","BP","GO:0022405","hair cycle process","8/512","119/29008",0.00126537568441975,0.0161219664182625,0.0120689875933745,"Ptgs2/Lncpint/Barx2/Edar/Lgr5/Inhba/Fst/Fgf10",8
"GO:0090100","BP","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","8/512","119/29008",0.00126537568441975,0.0161219664182625,0.0120689875933745,"Eng/Thbs1/Bmp2/Gdf5/Myocd/Tgfb3/Inhba/Gdf10",8
"GO:0098773","BP","GO:0098773","skin epidermis development","8/512","119/29008",0.00126537568441975,0.0161219664182625,0.0120689875933745,"Ptgs2/Lncpint/Barx2/Edar/Lgr5/Inhba/Fst/Fgf10",8
"GO:0050433","BP","GO:0050433","regulation of catecholamine secretion","6/512","68/29008",0.00127436817871181,0.0161871872912969,0.0121178122768565,"Crh/Ghsr/Htr1b/Cartpt/Htr2a/Syt4",6
"GO:0010632","BP","GO:0010632","regulation of epithelial cell migration","12/512","241/29008",0.0012821901983535,0.0161873207829409,0.0121179122093929,"Ptgs2/Thbs1/Cd40/Epha2/Slit2/Tac1/Adamts9/Hdac5/Fgf10/Stc1/Smoc2/Vegfa",12
"GO:0045664","BP","GO:0045664","regulation of neuron differentiation","12/512","241/29008",0.0012821901983535,0.0161873207829409,0.0121179122093929,"Brinp3/Bdnf/Bmp2/Gdf5/Ngf/Heyl/Trp73/Ntf5/Fezf2/Zhx2/Hspa1a/Tgif1",12
"GO:0010563","BP","GO:0010563","negative regulation of phosphorus metabolic process","18/512","453/29008",0.00128987265391704,0.0161873207829409,0.0121179122093929,"Lax1/Eng/Bmp2/Trib3/Trp73/Slit2/Gprc5a/Irs2/Prkar2a/Tnfaip3/Gadd45b/Irak3/Irf1/Myocd/Ocln/Mas1/Dusp1/Ier3",18
"GO:0045936","BP","GO:0045936","negative regulation of phosphate metabolic process","18/512","453/29008",0.00128987265391704,0.0161873207829409,0.0121179122093929,"Lax1/Eng/Bmp2/Trib3/Trp73/Slit2/Gprc5a/Irs2/Prkar2a/Tnfaip3/Gadd45b/Irak3/Irf1/Myocd/Ocln/Mas1/Dusp1/Ier3",18
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","14/512","310/29008",0.00134105470271844,0.0167562254623869,0.0125437972000891,"Lax1/Cd44/Thbs1/Bmp2/Fgl2/Lrrc32/Tnfaip3/Pawr/Irf1/Col1a1/Arg2/Btn2a2/Dusp1/Vegfa",14
"GO:0045766","BP","GO:0045766","positive regulation of angiogenesis","10/512","179/29008",0.00136487977031094,0.0167562254623869,0.0125437972000891,"Eng/Thbs1/Cd40/Ghsr/Hk2/Adm/Adm2/Itga5/Smoc2/Vegfa",10
"GO:1904018","BP","GO:1904018","positive regulation of vasculature development","10/512","179/29008",0.00136487977031094,0.0167562254623869,0.0125437972000891,"Eng/Thbs1/Cd40/Ghsr/Hk2/Adm/Adm2/Itga5/Smoc2/Vegfa",10
"GO:0007210","BP","GO:0007210","serotonin receptor signaling pathway","3/512","13/29008",0.00137026907478561,0.0167562254623869,0.0125437972000891,"Htr1b/Htr2a/Htr2c",3
"GO:0031652","BP","GO:0031652","positive regulation of heat generation","3/512","13/29008",0.00137026907478561,0.0167562254623869,0.0125437972000891,"Ptgs2/Nmu/Apln",3
"GO:0032276","BP","GO:0032276","regulation of gonadotropin secretion","3/512","13/29008",0.00137026907478561,0.0167562254623869,0.0125437972000891,"Crh/Tacr2/Inhba",3
"GO:0097084","BP","GO:0097084","vascular associated smooth muscle cell development","3/512","13/29008",0.00137026907478561,0.0167562254623869,0.0125437972000891,"Eng/Adm/Vegfa",3
"GO:0045600","BP","GO:0045600","positive regulation of fat cell differentiation","6/512","69/29008",0.00137527328114506,0.0167562254623869,0.0125437972000891,"Ptgs2/Bmp2/Zfp36/Htr2a/Zbtb7c/Htr2c",6
"GO:0051926","BP","GO:0051926","negative regulation of calcium ion transport","6/512","69/29008",0.00137527328114506,0.0167562254623869,0.0125437972000891,"Ptgs2/Ntsr1/Drd4/Rrad/Pawr/Stc1",6
"GO:0060348","BP","GO:0060348","bone development","12/512","243/29008",0.00137530158736509,0.0167562254623869,0.0125437972000891,"Col9a1/Nppc/Thbs1/Fbn1/Bmp2/Pax1/Tal1/Akap13/Slc10a7/Col10a1/Col1a1/Stc1",12
"GO:0043616","BP","GO:0043616","keratinocyte proliferation","5/512","47/29008",0.00139898050389825,0.0169481298719534,0.0126874578354039,"Twist2/Irf6/Zfp36/Fst/Fgf10",5
"GO:0007271","BP","GO:0007271","synaptic transmission, cholinergic","4/512","28/29008",0.00140321917580662,0.0169481298719534,0.0126874578354039,"Tac1/Tacr2/Slc5a7/Htr2c",4
"GO:1904706","BP","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","4/512","28/29008",0.00140321917580662,0.0169481298719534,0.0126874578354039,"Drd4/Myocd/Tgfb3/Apln",4
"GO:0098739","BP","GO:0098739","import across plasma membrane","10/512","180/29008",0.00142293366480362,0.0170502174063431,0.0127638810925937,"Cnga3/Rgs4/Thbs1/Ntsr1/Irs2/Kcnj5/Pawr/Trpv3/Kcnj2/Atp12a",10
"GO:0006836","BP","GO:0006836","neurotransmitter transport","12/512","244/29008",0.00142391143211623,0.0170502174063431,0.0127638810925937,"Ngf/Slc1a7/Chrm2/Mctp2/P2ry2/Drd4/Htr1b/Tacr2/Htr2a/Gdnf/Syt4/Htr2c",12
"GO:0045137","BP","GO:0045137","development of primary sexual characteristics","12/512","244/29008",0.00142391143211623,0.0170502174063431,0.0127638810925937,"Kif18a/Tiparp/Arid5b/Kitl/Six4/Esr2/Inhba/Fst/Adamts1/Vegfa/Adcyap1/Insl6",12
"GO:0007193","BP","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","6/512","70/29008",0.00148215942508492,0.0176549244420317,0.0132165679126757,"Chrm2/Drd4/Htr1b/Gnat1/Sstr2/Ptgdr2",6
"GO:0090277","BP","GO:0090277","positive regulation of peptide hormone secretion","8/512","122/29008",0.0014842665492018,0.0176549244420317,0.0132165679126757,"Crh/Lepr/Nmu/Trh/Irs2/Adcy8/Adcyap1/Apln",8
"GO:0019935","BP","GO:0019935","cyclic-nucleotide-mediated signaling","7/512","95/29008",0.00148708624158773,0.0176549244420317,0.0132165679126757,"Nppc/Thbs1/Crh/Adcy8/Pde10a/Adcyap1/Htr2c",7
"GO:0050921","BP","GO:0050921","positive regulation of chemotaxis","9/512","151/29008",0.00150000643606756,0.017757866561831,0.0132936309169309,"Scg2/Prss56/Thbs1/Il12a/Slit2/Tpbg/Fgf10/Smoc2/Vegfa",9
"GO:0015833","BP","GO:0015833","peptide transport","14/512","314/29008",0.00151204179903664,0.017849781576763,0.0133624389733479,"Crh/Ghsr/Lepr/Nmu/Trh/Arntl/Irs2/Tacr2/Cartpt/Adcy8/Adcyap1/Mc4r/Apln/Htr2c",14
"GO:0010718","BP","GO:0010718","positive regulation of epithelial to mesenchymal transition","5/512","48/29008",0.00153930525005012,0.0180740840339269,0.0135303529549579,"Eng/Bmp2/Myocd/Col1a1/Tgfb3",5
"GO:0060560","BP","GO:0060560","developmental growth involved in morphogenesis","13/512","280/29008",0.00153969225079636,0.0180740840339269,0.0135303529549579,"Kif26b/Bdnf/Ngf/Slit2/Areg/Mesp1/Mst1/Ifrd1/Six4/Fgf10/Vegfa/Syt4/Pou4f3",13
"GO:0021536","BP","GO:0021536","diencephalon development","6/512","71/29008",0.00159525483815097,0.0185698327817073,0.0139014730361668,"Gbx2/Lhx3/Nr4a2/Bmp2/Fgf10/Ptchd1",6
"GO:0050432","BP","GO:0050432","catecholamine secretion","6/512","71/29008",0.00159525483815097,0.0185698327817073,0.0139014730361668,"Crh/Ghsr/Htr1b/Cartpt/Htr2a/Syt4",6
"GO:0060675","BP","GO:0060675","ureteric bud morphogenesis","6/512","71/29008",0.00159525483815097,0.0185698327817073,0.0139014730361668,"Kif26b/Cd44/Bmp2/Six4/Gdnf/Vegfa",6
"GO:0035929","BP","GO:0035929","steroid hormone secretion","4/512","29/29008",0.00160524710575935,0.018577443270008,0.0139071702871409,"Crh/Tac1/Inhba/Galr1",4
"GO:0090280","BP","GO:0090280","positive regulation of calcium ion import","4/512","29/29008",0.00160524710575935,0.018577443270008,0.0139071702871409,"Crh/Atp2c2/Trpv3/Stc1",4
"GO:0042129","BP","GO:0042129","regulation of T cell proliferation","10/512","183/29008",0.00160924490637542,0.018577443270008,0.0139071702871409,"Cd44/Il12a/Cd4/Lrrc32/Pawr/Irf1/Arg2/Btn2a2/Syk/Cd6",10
"GO:0050679","BP","GO:0050679","positive regulation of epithelial cell proliferation","11/512","215/29008",0.00162539140282167,0.0187121506126495,0.0140080129018008,"Scg2/Twist2/Bmp2/Ghsr/Nr4a3/Mst1/Tnfaip3/Fgf10/Cldn1/Vegfa/Apln",11
"GO:0032368","BP","GO:0032368","regulation of lipid transport","9/512","153/29008",0.00164278250926889,0.0188604068852601,0.0141189983156366,"Thbs1/Ntsr1/Crh/Tac1/P2ry2/Irs2/Syk/Lipg/Galr1",9
"GO:0120162","BP","GO:0120162","positive regulation of cold-induced thermogenesis","7/512","97/29008",0.00167766447721378,0.0192081091788395,0.0143792900541582,"Lepr/Plac8/Ksr2/Syk/Ebf2/Vegfa/Adcyap1",7
"GO:0035265","BP","GO:0035265","organ growth","11/512","216/29008",0.00168610202648754,0.0192326297467755,0.0143976462783634,"Col9a1/Nppc/Rgs4/Thbs1/Lepr/Trp73/Akap13/Mesp1/Myocd/Fgf10/Stc1",11
"GO:0071384","BP","GO:0071384","cellular response to corticosteroid stimulus","5/512","49/29008",0.00168970680714174,0.0192326297467755,0.0143976462783634,"Trim63/Zfp36/Akap13/Sstr2/Gdnf",5
"GO:0071868","BP","GO:0071868","cellular response to monoamine stimulus","6/512","72/29008",0.00171479064996711,0.0192326297467755,0.0143976462783634,"Rgs4/Nr4a3/Drd4/Htr1b/Htr2a/Htr2c",6
"GO:0071870","BP","GO:0071870","cellular response to catecholamine stimulus","6/512","72/29008",0.00171479064996711,0.0192326297467755,0.0143976462783634,"Rgs4/Nr4a3/Drd4/Htr1b/Htr2a/Htr2c",6
"GO:0072171","BP","GO:0072171","mesonephric tubule morphogenesis","6/512","72/29008",0.00171479064996711,0.0192326297467755,0.0143976462783634,"Kif26b/Cd44/Bmp2/Six4/Gdnf/Vegfa",6
"GO:0014831","BP","GO:0014831","gastro-intestinal system smooth muscle contraction","3/512","14/29008",0.00172122601706007,0.0192326297467755,0.0143976462783634,"Ghsr/Nmu/Tacr2",3
"GO:0035933","BP","GO:0035933","glucocorticoid secretion","3/512","14/29008",0.00172122601706007,0.0192326297467755,0.0143976462783634,"Crh/Tac1/Galr1",3
"GO:0060670","BP","GO:0060670","branching involved in labyrinthine layer morphogenesis","3/512","14/29008",0.00172122601706007,0.0192326297467755,0.0143976462783634,"Spint1/Adm/Rspo3",3
"GO:2000833","BP","GO:2000833","positive regulation of steroid hormone secretion","3/512","14/29008",0.00172122601706007,0.0192326297467755,0.0143976462783634,"Crh/Tac1/Galr1",3
"GO:0018958","BP","GO:0018958","phenol-containing compound metabolic process","8/512","125/29008",0.0017321626491938,0.0193032205626157,0.0144504909288533,"Opn3/Nr4a2/Duoxa2/Slco4a1/Drd4/Dio3/Rtl4/Htr2c",8
"GO:0016331","BP","GO:0016331","morphogenesis of embryonic epithelium","10/512","185/29008",0.00174408799605727,0.0193323202250505,0.0144722750869259,"Spint1/Grhl3/Shroom3/Kdm2b/Aldh1a3/Adm/Six4/Fgf10/Gdnf/Tgif1",10
"GO:0008217","BP","GO:0008217","regulation of blood pressure","11/512","217/29008",0.00174865208065784,0.0193323202250505,0.0144722750869259,"Ptgs2/Eng/Ntsr1/Crh/Nmu/Tac1/Adm/Cartpt/Adm2/Ier3/Apln",11
"GO:0030522","BP","GO:0030522","intracellular receptor signaling pathway","11/512","217/29008",0.00174865208065784,0.0193323202250505,0.0144722750869259,"Bdnf/Bmp2/Heyl/Zc3hav1/Nop53/Aldh1a3/Arntl/Tnfaip3/Per1/Esr2/Tgif1",11
"GO:0022612","BP","GO:0022612","gland morphogenesis","9/512","155/29008",0.00179625330764761,0.019775934986945,0.014804367396179,"Cd44/Epha2/Slit2/Areg/Mst1/Tnfaip3/Edar/Esr2/Fgf10",9
"GO:0002793","BP","GO:0002793","positive regulation of peptide secretion","8/512","126/29008",0.00182168929526496,0.019775934986945,0.014804367396179,"Crh/Lepr/Nmu/Trh/Irs2/Adcy8/Adcyap1/Apln",8
"GO:0003073","BP","GO:0003073","regulation of systemic arterial blood pressure","8/512","126/29008",0.00182168929526496,0.019775934986945,0.014804367396179,"Eng/Ntsr1/Crh/Nmu/Tac1/Adm/Ier3/Apln",8
"GO:0001963","BP","GO:0001963","synaptic transmission, dopaminergic","4/512","30/29008",0.00182663577529571,0.019775934986945,0.014804367396179,"Ptgs2/Crh/Drd4/Gdnf",4
"GO:0010460","BP","GO:0010460","positive regulation of heart rate","4/512","30/29008",0.00182663577529571,0.019775934986945,0.014804367396179,"Rgs4/Nmu/Adm/Apln",4
"GO:0050951","BP","GO:0050951","sensory perception of temperature stimulus","4/512","30/29008",0.00182663577529571,0.019775934986945,0.014804367396179,"Ntsr1/Tac1/Pawr/Htr2a",4
"GO:0051957","BP","GO:0051957","positive regulation of amino acid transport","4/512","30/29008",0.00182663577529571,0.019775934986945,0.014804367396179,"Ntsr1/Trh/Syt4/Htr2c",4
"GO:1904752","BP","GO:1904752","regulation of vascular associated smooth muscle cell migration","4/512","30/29008",0.00182663577529571,0.019775934986945,0.014804367396179,"Nr4a3/Drd4/Myocd/Adamts1",4
"GO:0003197","BP","GO:0003197","endocardial cushion development","5/512","50/29008",0.00185061017628522,0.0199322163059174,0.0149213604013014,"Eng/Thbs1/Bmp2/Heyl/Epha3",5
"GO:0042088","BP","GO:0042088","T-helper 1 type immune response","5/512","50/29008",0.00185061017628522,0.0199322163059174,0.0149213604013014,"Arid5a/Il12a/Nlrp10/Irf1/Vegfa",5
"GO:0051924","BP","GO:0051924","regulation of calcium ion transport","13/512","286/29008",0.00185646711791784,0.0199438973927472,0.0149301049234253,"Ptgs2/Rgs4/Ntsr1/Crh/Ngf/Cd4/Drd4/Rrad/Atp2c2/Pawr/Trpv3/Stc1/Mchr1",13
"GO:0048593","BP","GO:0048593","camera-type eye morphogenesis","9/512","156/29008",0.00187717554872594,0.0201146579951941,0.0150579371951781,"Cnga3/Bhlhe23/Epha2/Kdm2b/Aldh1a3/Dio3/Zhx2/Vegfa/Rorb",9
"GO:0007269","BP","GO:0007269","neurotransmitter secretion","10/512","187/29008",0.00188792954236136,0.0201266774426738,0.0150669350158377,"Ngf/Chrm2/Mctp2/P2ry2/Drd4/Htr1b/Tacr2/Htr2a/Syt4/Htr2c",10
"GO:0099643","BP","GO:0099643","signal release from synapse","10/512","187/29008",0.00188792954236136,0.0201266774426738,0.0150669350158377,"Ngf/Chrm2/Mctp2/P2ry2/Drd4/Htr1b/Tacr2/Htr2a/Syt4/Htr2c",10
"GO:0070665","BP","GO:0070665","positive regulation of leukocyte proliferation","9/512","157/29008",0.0019609849243286,0.0207804892075292,0.0155563818906001,"Cd40/Il12a/Tac1/Cd4/Irs2/Kitl/Syk/Fgf10/Cd6",9
"GO:0046942","BP","GO:0046942","carboxylic acid transport","13/512","288/29008",0.00197331440288169,0.0207804892075292,0.0155563818906001,"Rgs4/Bdnf/Ntsr1/Slc1a7/Trh/P2ry2/Drd4/Htr1b/Slc16a3/Arg2/Syk/Syt4/Htr2c",13
"GO:0033627","BP","GO:0033627","cell adhesion mediated by integrin","6/512","74/29008",0.00197412161172269,0.0207804892075292,0.0155563818906001,"Fbn1/Epha8/Epha2/Itga11/Syk/Itga5",6
"GO:0071867","BP","GO:0071867","response to monoamine","6/512","74/29008",0.00197412161172269,0.0207804892075292,0.0155563818906001,"Rgs4/Nr4a3/Drd4/Htr1b/Htr2a/Htr2c",6
"GO:0071869","BP","GO:0071869","response to catecholamine","6/512","74/29008",0.00197412161172269,0.0207804892075292,0.0155563818906001,"Rgs4/Nr4a3/Drd4/Htr1b/Htr2a/Htr2c",6
"GO:0072080","BP","GO:0072080","nephron tubule development","7/512","100/29008",0.00199850995835352,0.020984354562712,0.0157089965517764,"Kif26b/Cd44/Bmp2/Heyl/Six4/Gdnf/Vegfa",7
"GO:0042752","BP","GO:0042752","regulation of circadian rhythm","8/512","128/29008",0.00201167972596656,0.0210170239370357,0.0157334530146648,"Lepr/Nmu/Arntl/Drd4/Atoh7/Per1/Sik1/Rorb",8
"GO:0090101","BP","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","8/512","128/29008",0.00201167972596656,0.0210170239370357,0.0157334530146648,"Eng/Fbn1/Bmp2/Hjv/Tgfb3/Fst/Il17rd/Onecut2",8
"GO:0042098","BP","GO:0042098","T cell proliferation","11/512","221/29008",0.00201808002519324,0.0210313127812533,0.0157441497174808,"Cd44/Il12a/Cd4/Lrrc32/Pawr/Irf1/Arg2/Btn2a2/Syk/Cd6/Elf4",11
"GO:0045667","BP","GO:0045667","regulation of osteoblast differentiation","9/512","158/29008",0.00204775451374061,0.0212874778928408,0.0159359162472822,"Nppc/Twist2/Suco/Bmp2/Areg/Hdac5/Gdf10/Vegfa/Rorb",9
"GO:0003416","BP","GO:0003416","endochondral bone growth","4/512","31/29008",0.00206831089364986,0.0214478194157885,0.0160559487421376,"Col9a1/Nppc/Thbs1/Stc1",4
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","16/512","398/29008",0.00208765870201236,0.021538969157117,0.0161241839107698,"Twist2/Cd44/Fbn1/Il12a/Tal1/Isg15/Fgl2/Cd4/Zfp36/Kitl/Irf1/Fos/Inhba/Btn2a2/Syk/Cartpt",16
"GO:0048645","BP","GO:0048645","animal organ formation","6/512","75/29008",0.00211439219273567,0.021538969157117,0.0161241839107698,"Bmp2/Ntf5/Mesp1/Fgf3/Fgf10/Gdnf",6
"GO:1901796","BP","GO:1901796","regulation of signal transduction by p53 class mediator","6/512","75/29008",0.00211439219273567,0.021538969157117,0.0161241839107698,"Dyrk3/Cd44/Trp73/Nop53/Hic1/Pmaip1",6
"GO:0060021","BP","GO:0060021","roof of mouth development","7/512","101/29008",0.00211537673211571,0.021538969157117,0.0161241839107698,"Irf6/Tiparp/Lrrc32/Csrnp1/Arid5b/Tgfb3/Inhba",7
"GO:0043122","BP","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","10/512","190/29008",0.00212151289925849,0.021538969157117,0.0161241839107698,"Cd40/Zc3hav1/Cd4/Ppm1n/Akap13/Trim34a/Tnfaip3/Edar/Per1/Map3k14",10
"GO:0010832","BP","GO:0010832","negative regulation of myotube differentiation","3/512","15/29008",0.00212348774652601,0.021538969157117,0.0161241839107698,"Bdnf/Myocd/Hdac5",3
"GO:0032222","BP","GO:0032222","regulation of synaptic transmission, cholinergic","3/512","15/29008",0.00212348774652601,0.021538969157117,0.0161241839107698,"Tac1/Tacr2/Htr2c",3
"GO:0038065","BP","GO:0038065","collagen-activated signaling pathway","3/512","15/29008",0.00212348774652601,0.021538969157117,0.0161241839107698,"Itga11/Col1a1/Syk",3
"GO:0050930","BP","GO:0050930","induction of positive chemotaxis","3/512","15/29008",0.00212348774652601,0.021538969157117,0.0161241839107698,"Scg2/Fgf10/Vegfa",3
"GO:0042755","BP","GO:0042755","eating behavior","5/512","52/29008",0.00220563539942115,0.0222104827329662,0.0166268824529604,"Ghsr/Lepr/Nmu/Trh/Mc4r",5
"GO:0090279","BP","GO:0090279","regulation of calcium ion import","5/512","52/29008",0.00220563539942115,0.0222104827329662,0.0166268824529604,"Crh/Atp2c2/Pawr/Trpv3/Stc1",5
"GO:1902041","BP","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/512","52/29008",0.00220563539942115,0.0222104827329662,0.0166268824529604,"Atf3/Thbs1/Tnfaip3/Pmaip1/Itprip",5
"GO:0043270","BP","GO:0043270","positive regulation of ion transport","14/512","329/29008",0.00232354317273374,0.023250689191796,0.0174055863976568,"Ntsr1/Crh/Trh/Cd4/P2ry2/Drd4/Atp2c2/Tacr2/Trpv3/Kcnj2/Stc1/Mchr1/Syt4/Htr2c",14
"GO:0050868","BP","GO:0050868","negative regulation of T cell activation","8/512","131/29008",0.00232553918921345,0.023250689191796,0.0174055863976568,"Lax1/Cd44/Fgl2/Lrrc32/Pawr/Irf1/Arg2/Btn2a2",8
"GO:0062149","BP","GO:0062149","detection of stimulus involved in sensory perception of pain","4/512","32/29008",0.00233118898572924,0.023250689191796,0.0174055863976568,"Ntsr1/Tac1/Pawr/Htr2a",4
"GO:1904738","BP","GO:1904738","vascular associated smooth muscle cell migration","4/512","32/29008",0.00233118898572924,0.023250689191796,0.0174055863976568,"Nr4a3/Drd4/Myocd/Adamts1",4
"GO:0050878","BP","GO:0050878","regulation of body fluid levels","15/512","366/29008",0.00236573365837699,0.0235390499008511,0.0176214547185374,"Prss56/Thbs1/Procr/Grhl3/Trp73/Tac1/P2ry2/Adm/Syk/Fgf10/Cldn1/Gp5/Pnpla1/Vegfa/Apln",15
"GO:0002042","BP","GO:0002042","cell migration involved in sprouting angiogenesis","5/512","53/29008",0.00240061889354625,0.0237802898345424,0.0178020481828339,"Ptgs2/Thbs1/Slit2/Hdac5/Vegfa",5
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis","11/512","226/29008",0.00240135972964271,0.0237802898345424,0.0178020481828339,"Scg2/Prss56/Thbs1/Il12a/Slit2/Tafa4/Hrh1/Mst1/Syk/Dusp1/Vegfa",11
"GO:0050714","BP","GO:0050714","positive regulation of protein secretion","9/512","162/29008",0.00242592803244948,0.0239102670934112,0.0178993498322737,"Crh/Lepr/Nmu/Trh/Irs2/Exph5/Tgfb3/Pcsk1/Adcy8",9
"GO:1990845","BP","GO:1990845","adaptive thermogenesis","9/512","162/29008",0.00242592803244948,0.0239102670934112,0.0178993498322737,"Lepr/Plac8/Ksr2/Arntl/Syk/Ebf2/Vegfa/Adcyap1/Mc4r",9
"GO:0051153","BP","GO:0051153","regulation of striated muscle cell differentiation","7/512","104/29008",0.00249785475402807,0.0244462178386026,0.0183005653370428,"Rgs4/Bdnf/Bmp2/Mesp1/Myocd/Hdac5/Sik1",7
"GO:0055013","BP","GO:0055013","cardiac muscle cell development","7/512","104/29008",0.00249785475402807,0.0244462178386026,0.0183005653370428,"Rgs4/Akap13/Xirp1/Myocd/Asb2/Vegfa/Nrap",7
"GO:0090288","BP","GO:0090288","negative regulation of cellular response to growth factor stimulus","7/512","104/29008",0.00249785475402807,0.0244462178386026,0.0183005653370428,"Thbs1/Fbn1/Il12a/Hjv/Slit2/Shisa2/Apln",7
