"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name","refseq","ensembl"
"Ubn1",4089.91792387475,-0.179319525933346,0.0504911634680394,-3.55150314662196,0.000383037412454749,0.0071668848060039,"Ubn1","170644","ubinuclein 1","NM_001356320","ENSMUSG00000039473"
"Sec14l5",48.7200799301509,-0.720967946601457,0.220439780545919,-3.27058911425143,0.00107323721721178,0.0154859041138237,"Sec14l5","665119","SEC14-like lipid binding 5","NM_001127725","ENSMUSG00000091712"
"Nagpa",235.04131544216,-0.363772897673857,0.111273107511947,-3.26918970636997,0.00107855962367988,0.0155247749569323,"Nagpa","27426","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase","NM_013796","ENSMUSG00000023143"
"Gm52234",16.2821385983632,1.15571651768029,0.341883318027657,3.38044138669206,0.000723695087271179,0.011548776664551,"Gm52234","115488620","predicted gene, 52234","XR_003951859",NA
"Abat",11090.4375607578,-0.139076820487806,0.0481125932894258,-2.89065317371642,0.00384442133203415,0.0395582471442004,"Abat","268860","4-aminobutyrate aminotransferase","NM_001170978","ENSMUSG00000057880"
"Tekt5",245.598378774149,0.564502816208182,0.120966156915607,4.66661775989139,3.06198188036568e-06,0.000160994827709791,"Tekt5","70426","tektin 5","NM_001099275","ENSMUSG00000039179"
"LOC115488669",123.656622359816,0.346213800706929,0.12504893634743,2.76862651390352,0.00562931252854574,0.0508336837190058,"LOC115488669","115488669","uncharacterized LOC115488669","XR_003951966",NA
"Litaf",340.864870911474,0.639475378055769,0.138594977794032,4.6139866554624,3.95017798050645e-06,0.00019884432851305,"Litaf","56722","LPS-induced TN factor","NM_019980","ENSMUSG00000022500"
"Snn",9657.18920469384,-0.374218054823904,0.077690918565077,-4.81675415525489,1.45912279447759e-06,8.70511676611059e-05,"Snn","20621","stannin","NM_009223","ENSMUSG00000037972"
"Mrtfb",13785.9988701609,-0.217782744026724,0.0710365800337243,-3.06578306449061,0.00217100768888741,0.0265297139582041,"Mrtfb","239719","myocardin related transcription factor B","NM_001122667","ENSMUSG00000009569"
"Ypel1",708.795337581928,-0.803408837580004,0.137457407228362,-5.84478387727246,5.07226365168851e-09,7.50722065508437e-07,"Ypel1","106369","yippee like 1","NM_001291047","ENSMUSG00000022773"
"Sdf2l1",640.213978296102,-0.482452457939374,0.14798101769689,-3.26023205846294,0.00111321092655974,0.0159458240967761,"Sdf2l1","64136","stromal cell-derived factor 2-like 1","NM_022324","ENSMUSG00000022769"
"Tmem191",2629.641892591,-0.270330233164464,0.0748390246488345,-3.61215601663609,0.000303661769890268,0.00598507552912754,"Tmem191",NA,NA,NA,NA
"Aifm3",106.78434812242,-0.447847882341571,0.167335797164926,-2.6763423602672,0.00744305707713318,0.0616566284944941,"Aifm3","72168","apoptosis-inducing factor, mitochondrion-associated 3","NM_001291070","ENSMUSG00000022763"
"P2rx6",523.383959460782,-0.564245042643071,0.0925217580686709,-6.09851190056592,1.07060428642778e-09,2.15568606263793e-07,"P2rx6","18440","purinergic receptor P2X, ligand-gated ion channel, 6","NM_001159561","ENSMUSG00000022758"
"Slc7a4",3219.60288046507,-0.452441596885161,0.128176994669857,-3.52981904475532,0.00041584398204062,0.00757908274928434,"Slc7a4","224022","solute carrier family 7 (cationic amino acid transporter, y+ system), member 4","NM_001359891","ENSMUSG00000022756"
"Dgcr6",2634.16685221994,-0.288420475981904,0.0929048009451438,-3.10447332159082,0.00190618117516088,0.0239713443879883,"Dgcr6","13353","DiGeorge syndrome critical region gene 6","NM_001289813","ENSMUSG00000003531"
"Prodh",1655.6141712908,-0.801773421357612,0.14206263851003,-5.64380212677103,1.66335234993804e-08,1.96486268590348e-06,"Prodh","19125","proline dehydrogenase","NM_011172","ENSMUSG00000003526"
"Comt",2541.89262010852,-0.217058493259912,0.0830849008028434,-2.61249024988285,0.00898852561569231,0.070072016103207,"Comt","12846","catechol-O-methyltransferase","NM_001111062","ENSMUSG00000000326"
"Cldn5",18.0696309860042,-2.3038208190812,0.484887681256113,-4.75124633629195,2.02166661019549e-06,0.000112294390802677,"Cldn5","12741","claudin 5","NM_013805","ENSMUSG00000041378"
"Abcc5",2533.10999083282,0.306347362828851,0.110782455649438,2.76530576103369,0.00568694624242845,0.0510729855395791,"Abcc5","27416","ATP-binding cassette, sub-family C (CFTR/MRP), member 5","NM_013790","ENSMUSG00000022822"
"Chrd",378.775302744601,0.277797393375934,0.0897215127573031,3.09621834093877,0.00196005975406511,0.0244924533020307,"Chrd","12667","chordin","NM_001278041","ENSMUSG00000006958"
"Map3k13",1347.84586226265,0.19685602567232,0.0642733903056669,3.06279200048614,0.00219282420256928,0.02667477346674,"Map3k13","71751","mitogen-activated protein kinase kinase kinase 13","NM_172821","ENSMUSG00000033618"
"Tmem41a",260.371288567535,0.274775886831807,0.109648953626445,2.50595995441892,0.0122119449880232,0.0859687935013047,"Tmem41a","66664","transmembrane protein 41a","NM_025693","ENSMUSG00000022856"
"Senp2",5667.16922491422,0.145393042569648,0.0547447369741373,2.65583598727189,0.00791120808801974,0.0643316641173115,"Senp2","75826","SUMO/sentrin specific peptidase 2","NM_001357424","ENSMUSG00000022855"
"Etv5",3823.74076893578,0.507654126834728,0.105428249584967,4.81516224383102,1.47080340569717e-06,8.74535756562016e-05,"Etv5","104156","ets variant 5","NM_001358428","ENSMUSG00000013089"
"St6gal1",535.424786929576,-0.261582945748625,0.0792590936544194,-3.30035247298137,0.000965634672723409,0.0142757754489318,"St6gal1","20440","beta galactoside alpha 2,6 sialyltransferase 1","NM_001252505","ENSMUSG00000022885"
"Masp1",1004.39039640334,0.238090245875167,0.0884907807688594,2.69056554599813,0.00713310209583987,0.0597878126945065,"Masp1","17174","mannan-binding lectin serine peptidase 1","NM_001359083","ENSMUSG00000022887"
"Il1rap",756.216042419148,0.48699002036613,0.190427662380688,2.55734914916184,0.0105473293497462,0.0778700536450637,"Il1rap","16180","interleukin 1 receptor accessory protein","NM_001159317","ENSMUSG00000022514"
"Gm46548",43.0302694455679,0.805231967149254,0.217818016891482,3.69681066167463,0.000218325048394947,0.00467775275998799,"Gm46548","108168283","predicted gene, 46548","XR_001781891",NA
"Gm46567",8.34640873814235,1.03620792941924,0.404587474791855,2.56114683222047,0.0104327252839506,0.0771115044935732,"Gm46567","108168307","predicted gene, 46567","NR_164311",NA
"Gp5",37.1657736781826,-0.716441684684152,0.228306919593374,-3.13806382198214,0.00170067842305334,0.0219477938660467,"Gp5","14729","glycoprotein 5 (platelet)","NM_008148","ENSMUSG00000047953"
"Tmem44",1128.19363817175,-0.219107057947865,0.0870501960599543,-2.51701969513037,0.0118352213140022,0.0841526029144483,"Tmem44","224090","transmembrane protein 44","NM_001357413","ENSMUSG00000022537"
"Dlg1",6243.22278495577,0.448891855059467,0.158230025408601,2.8369574857887,0.0045545676234102,0.0444396386118972,"Dlg1","13383","discs large MAGUK scaffold protein 1","NM_001252433","ENSMUSG00000022770"
"Cep19",2604.38509027941,0.174447879901557,0.0545598184078607,3.19736914440359,0.00138687319727556,0.0189096606853268,"Cep19","66994","centrosomal protein 19","NM_025892","ENSMUSG00000035790"
"Osbpl11",1236.23136395361,0.23070268810342,0.0914322119911783,2.52321018029924,0.0116288872997824,0.0832198118194039,"Osbpl11","106326","oxysterol binding protein-like 11","NM_176840","ENSMUSG00000022807"
"Heg1",867.13587080866,-0.285714145320857,0.070826345806189,-4.03400940806254,5.48331210269673e-05,0.00165236066577693,"Heg1","77446","heart development protein with EGF-like domains 1","NM_172934","ENSMUSG00000075254"
"Itgb5",1052.55342496254,-0.4275217767545,0.11029462443388,-3.87617963204357,0.000106109360794378,0.00270136747689021,"Itgb5","16419","integrin beta 5","NM_001145884","ENSMUSG00000022817"
"Umps",758.706669614735,-0.365362029429128,0.108867009225695,-3.35603992456234,0.000790671536847565,0.0123435321245833,"Umps","22247","uridine monophosphate synthetase","NM_001348087","ENSMUSG00000022814"
"Hacd2",1298.27613767373,-0.187563708020501,0.0554132230361457,-3.3848186000326,0.000712253076640349,0.0114315328487231,"Hacd2","70757","3-hydroxyacyl-CoA dehydratase 2","NM_023587","ENSMUSG00000035376"
"Fam162a",1709.69214922521,0.335439491349057,0.0881989339744319,3.80321480355191,0.000142830406068764,0.0034104008517823,"Fam162a","70186","family with sequence similarity 162, member A","NM_027342","ENSMUSG00000003955"
"Iqcb1",618.90263435658,0.561140240663351,0.209842274602844,2.67410483290551,0.00749290246463563,0.0618959155108992,"Iqcb1","320299","IQ calmodulin-binding motif containing 1","NM_177128","ENSMUSG00000022837"
"Hcls1",24.6597242059541,-0.629587746814021,0.249845585556256,-2.519907427671,0.0117385701708058,0.0837341887506074,"Hcls1","15163","hematopoietic cell specific Lyn substrate 1","NM_008225","ENSMUSG00000022831"
"Fstl1",2523.28076289933,-0.17304549678658,0.0638675457478575,-2.70944334497752,0.00673962144537835,0.0576668390987031,"Fstl1","14314","follistatin-like 1","NM_008047","ENSMUSG00000022816"
"Cfap91",33.7417944942612,-0.728395885919302,0.215244420317723,-3.38404073306112,0.000714274056249267,0.0114535945725618,"Cfap91","320214","cilia and flagella associated protein 91","NM_001081025","ENSMUSG00000022805"
"Cox17",1777.1738623154,0.196748060978405,0.05716384160228,3.44182713169084,0.000577799365195027,0.00975201484538871,"Cox17","12856","cytochrome c oxidase assembly protein 17, copper chaperone","NM_001017429","ENSMUSG00000046516"
"Timmdc1",1582.47325884186,0.19848518193567,0.0800339559687487,2.48001213401438,0.0131377911803879,0.0899144542005765,"Timmdc1","76916","translocase of inner mitochondrial membrane domain containing 1","NM_024273","ENSMUSG00000002846"
"Poglut1",1300.98931857436,-0.168857621372656,0.0534844820200887,-3.15713296632906,0.00159328675473196,0.0210039854830148,"Poglut1","224143","protein O-glucosyltransferase 1","NM_001300827","ENSMUSG00000034064"
"Gm53955",60.7598697277636,0.866319762542137,0.305325483290394,2.83736474665032,0.00454876145417125,0.0444074403341379,"Gm53955","118568277","predicted gene, 53955","XR_004939353",NA
"Gm53259",122.884782305573,0.778843524756622,0.30458735865155,2.55704481041061,0.0105565617758728,0.0778733214432518,"Gm53259","118567340","predicted gene, 53259","XR_004939352",NA
"Gap43",7781.65236092075,0.164396717833083,0.0579023986566461,2.83920393018491,0.00452262430427719,0.0442104328543951,"Gap43","14432","growth associated protein 43","NM_008083","ENSMUSG00000047261"
"Zdhhc23",1236.92806022753,0.424449783604123,0.065525509487297,6.47762660565666,9.31765833979451e-11,2.75165980204698e-08,"Zdhhc23","332175","zinc finger, DHHC domain containing 23","NM_001007460","ENSMUSG00000036304"
"Spice1",386.505057992228,0.367180151328809,0.13380542508075,2.74413500878025,0.00606705802701929,0.0536170579455136,"Spice1","212514","spindle and centriole associated protein 1","NM_144550","ENSMUSG00000043065"
"Ccdc80",1080.50636905255,-0.302345258626955,0.0725750655547059,-4.16596604241511,3.10036853042907e-05,0.00107086608168953,"Ccdc80","67896","coiled-coil domain containing 80","NM_026439","ENSMUSG00000022665"
"Dubr",79.0209212959355,0.543818167956562,0.191026198049042,2.8468250612251,0.00441576210527346,0.0434924339874043,"Dubr","68190","Dppa2 upstream binding RNA","NR_028300",NA
"Cpox",1492.71803997582,0.325713145599059,0.10358965645841,3.1442632086518,0.00166505603303648,0.0216616210347822,"Cpox","12892","coproporphyrinogen oxidase","NM_007757","ENSMUSG00000022742"
"Pros1",136.390321047061,0.433206096017706,0.146266592003515,2.96175695409171,0.00305889138513547,0.0336327353487778,"Pros1","19128","protein S (alpha)","NM_011173","ENSMUSG00000022912"
"Gbe1",1109.41530682462,0.54223271747663,0.138226415959534,3.92278649281747,8.75307141803942e-05,0.00236426329963781,"Gbe1","74185","glucan (1,4-alpha-), branching enzyme 1","NM_028803","ENSMUSG00000022707"
"Samsn1",10.114719260621,1.35927072513742,0.474899214142522,2.86222988932867,0.00420671658552857,0.0419919012264881,"Samsn1","67742","SAM domain, SH3 domain and nuclear localization signals, 1","NM_023380","ENSMUSG00000022876"
"Btg3",513.930063950415,0.247627477472484,0.0912280504124265,2.71437870647243,0.00664002110408327,0.057030796870214,"Btg3","12228","BTG anti-proliferation factor 3","NM_001297747","ENSMUSG00000022863"
"Adamts1",944.566178040859,0.630343544616921,0.209948180801507,3.00237678750297,0.00267880388906515,0.03072215282223,"Adamts1","11504","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1","NM_009621","ENSMUSG00000022893"
"Cct8",4994.18490350584,0.273212947421378,0.100565836075878,2.71675708254675,0.00659249738825854,0.0567877789122766,"Cct8","12469","chaperonin containing Tcp1, subunit 8 (theta)","NM_009840","ENSMUSG00000025613"
"Tiam1",6757.82195645803,-0.350500631453292,0.0462256911855476,-7.58237729851136,3.39279905589099e-14,2.31219255658971e-11,"Tiam1","21844","T cell lymphoma invasion and metastasis 1","NM_001145886","ENSMUSG00000002489"
"Hunk",1646.66785518059,0.326093162925322,0.0982911278966715,3.31762560775707,0.000907860850736723,0.0137138844110861,"Hunk","26559","hormonally upregulated Neu-associated kinase","NM_015755","ENSMUSG00000053414"
"Cfap298",2990.76054775181,-0.224055775105161,0.0755440831161213,-2.9658944269766,0.00301804071181515,0.0333395656936737,"Cfap298","68001","cilia and flagella associate protien 298","NM_026502","ENSMUSG00000022972"
"4932438H23Rik",36.5960208731971,-0.573518812306032,0.221297883693417,-2.59161453663324,0.00955267372128551,0.0728957044218165,"4932438H23Rik","74387","RIKEN cDNA 4932438H23 gene","NM_001163695","ENSMUSG00000039851"
"Gm36587",8.86198673099653,1.22512066673272,0.443816717779182,2.76042027633188,0.00577270455288421,0.0516598747336138,"Gm36587","102640551","predicted gene, 36587","XR_004939266",NA
"Tmem50b",4973.64462706837,-0.182212416227959,0.0668531781934558,-2.72556101522478,0.00641923106653517,0.0558107729479571,"Tmem50b","77975","transmembrane protein 50B","NM_030018","ENSMUSG00000022964"
"Slc5a3",539.954580217299,1.20029352588265,0.304327356558163,3.94408685258387,8.01046245776511e-05,0.00220574766737998,"Slc5a3","53881","solute carrier family 5 (inositol transporters), member 3","NM_017391","ENSMUSG00000089774"
"Gm41498",9.88323943262293,1.564141449958,0.458320498805287,3.41276782084869,0.000643067043476896,0.0106030745078043,"Gm41498","105246164","predicted gene, 41498","XR_876260",NA
"Gm46555",51.5731240373251,0.664875337492799,0.171973895363642,3.86614105639061,0.00011057100200131,0.00279487529880344,"Gm46555","108168294","predicted gene, 46555","XR_001781958",NA
"Cbr3",299.97437579646,-0.657229028779196,0.135537824442694,-4.84904513910859,1.24057191601892e-06,7.50228456653218e-05,"Cbr3","109857","carbonyl reductase 3","NM_173047","ENSMUSG00000022947"
"Hlcs",1046.79890914274,-0.311415778815253,0.0668113960504698,-4.66111767190147,3.14496841956369e-06,0.000164382582378316,"Hlcs","110948","holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)","NM_001360045","ENSMUSG00000040820"
"Dyrk1a",5644.82549270724,0.121577310064524,0.0448501881946737,2.71074247307087,0.00671327440558775,0.0575762387185912,"Dyrk1a","13548","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a","NM_001113389","ENSMUSG00000022897"
"Hmgn1",3241.47111592159,-0.139924960032305,0.0500858060723354,-2.79370486381354,0.00521080117074834,0.0484927447187447,"Hmgn1","15312","high mobility group nucleosomal binding domain 1","NM_008251","ENSMUSG00000040681"
"B3galt5",274.552891436975,-0.695399148335132,0.128346621863548,-5.41813363092992,6.0224397554691e-08,5.96154245961771e-06,"B3galt5","93961","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5","NM_001122993","ENSMUSG00000074892"
"Dscam",7177.18077727357,0.188149828999845,0.0382757714815357,4.9156377968922,8.84938789371733e-07,5.66073299959485e-05,"Dscam","13508","DS cell adhesion molecule","NM_031174","ENSMUSG00000050272"
"Gm32432",28.2217898328913,0.844495282448712,0.326222797879952,2.58870712879938,0.00963369900680522,0.0733875806971546,"Gm32432","102634983","predicted gene, 32432","XR_003951889",NA
"Bace2",117.622640754322,-0.348899410651976,0.129836459352298,-2.68722215926477,0.00720490148998983,0.060146480354042,"Bace2","56175","beta-site APP-cleaving enzyme 2","NM_019517","ENSMUSG00000040605"
"Mx2",23.0189571304659,0.910229135356091,0.269834235897282,3.37329002129511,0.000742756736185809,0.01176131064207,"Mx2","17858","MX dynamin-like GTPase 2","NM_013606","ENSMUSG00000023341"
"Ripk4",10.2324277813942,1.26911514038215,0.485329222372431,2.61495719169422,0.00892386393199245,0.0698110132498782,"Ripk4","72388","receptor-interacting serine-threonine kinase 4","NM_023663","ENSMUSG00000005251"
"Tiam2",5085.05189136625,0.313162867494575,0.0558533630129039,5.6068757654257,2.06011422513448e-08,2.40152394441828e-06,"Tiam2","24001","T cell lymphoma invasion and metastasis 2","NM_001122998","ENSMUSG00000023800"
"Arid1b",7844.59207290734,-0.184923589751397,0.0534203658416562,-3.4616683513462,0.00053683824668584,0.00920039415428584,"Arid1b","239985","AT rich interactive domain 1B (SWI-like)","NM_001085355","ENSMUSG00000069729"
"Snx9",813.143135363548,-0.181619819847944,0.0646408810930485,-2.80967426150191,0.0049591663909931,0.0470655968302125,"Snx9","66616","sorting nexin 9","NM_025664","ENSMUSG00000002365"
"Synj2",2233.10332496861,0.675234325050692,0.0817867163268288,8.25603906571308,1.50586356182718e-16,1.66764977825099e-13,"Synj2","20975","synaptojanin 2","NM_001113351","ENSMUSG00000023805"
"Ezr",9036.07323535917,-0.380835230429474,0.0874064268371082,-4.35706210870745,1.31819871520185e-05,0.000535714748501414,"Ezr","22350","ezrin","NM_009510","ENSMUSG00000052397"
"4933426B08Rik",9.81358179500784,1.20752776047682,0.488619485896707,2.47130496292177,0.0134620961876708,0.0916736673133506,"4933426B08Rik","115488815","RIKEN cDNA 4933426B08 gene","XR_003952393",NA
"Rps6ka2",4760.17925588852,-0.426401491339295,0.105165634996361,-4.05457059574688,5.02264807356743e-05,0.00154507467388092,"Rps6ka2","20112","ribosomal protein S6 kinase, polypeptide 2","NM_011299","ENSMUSG00000023809"
"Fndc1",267.193443261578,-0.618627626722726,0.119576945255073,-5.17346906130705,2.29787186306024e-07,1.83405367304344e-05,"Fndc1","68655","fibronectin type III domain containing 1","NM_001081416","ENSMUSG00000071984"
"Gm1604a",66.0694906360558,-0.845747843891514,0.184494614057915,-4.58413297434267,4.5587406783488e-06,0.00022313902231951,"Gm1604a","100040822","predicted gene 1604A","NR_168930","ENSMUSG00000090069"
"Mpc1",986.25494433837,-0.183694628661736,0.0745624603333493,-2.46363421808354,0.0137536390491477,0.0926661739241785,"Mpc1","55951","mitochondrial pyruvate carrier 1","NM_001364918","ENSMUSG00000023861"
"Gm16702",12.5780161879286,0.838775680293096,0.337474779388664,2.48544700677348,0.0129388849855494,0.0892078222019262,"Gm16702","100504601","predicted gene, 16702","NR_045795",NA
"Pde10a",3291.8416010626,0.342413021985875,0.114840542030867,2.98163885271319,0.00286709997304133,0.032203977708078,"Pde10a","23984","phosphodiesterase 10A","NM_001290707","ENSMUSG00000023868"
"Gm34321",15.0690545147946,0.900901356806272,0.329437476484563,2.73466566833809,0.00624436638949624,0.0547401792804209,"Gm34321","102637537","predicted gene, 34321","XR_385204",NA
"1700010I14Rik",37.7878854848716,0.527285346352932,0.197476330590812,2.67011922277162,0.00758243186382235,0.0624317426557009,"1700010I14Rik","66931","RIKEN cDNA 1700010I14 gene","NM_001347544","ENSMUSG00000023873"
"Gm52294",20.19224356376,1.17998378965549,0.377432113313682,3.12634709139022,0.00176992519970473,0.0226022317840145,"Gm52294","115488781","predicted gene, 52294","XR_003952283",NA
"Prkn",431.662221969087,-0.23279093207548,0.0836435499165,-2.7831307053308,0.00538371126379878,0.0495038816207839,"Prkn","50873","parkin RBR E3 ubiquitin protein ligase","NM_001317726","ENSMUSG00000023826"
"Agpat4",3641.8644199144,-0.266354443587437,0.0855479376693905,-3.11351098394439,0.00184875628319381,0.0233652728829609,"Agpat4","68262","1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)","NM_026644","ENSMUSG00000023827"
"Slc22a1",40.1607820470226,-0.959407175015919,0.291309152802527,-3.29343299304531,0.000989719290786866,0.0145292759846334,"Slc22a1","20517","solute carrier family 22 (organic cation transporter), member 1","NM_009202","ENSMUSG00000023829"
"Tcp1",10617.8934919345,0.147676881660012,0.0488043883781997,3.02589350194536,0.00247899600924148,0.0291475317105175,"Tcp1","21454","t-complex protein 1","NM_001290712","ENSMUSG00000068039"
"Gm36117",394.032197887857,-0.362608274139993,0.098451928609074,-3.68309975500645,0.000230414939343795,0.00482591289625615,"Gm36117","102639918","predicted gene, 36117","NR_155514",NA
"Afdn",5892.48505887097,0.235864150514053,0.0973522669392916,2.42279053102212,0.0154018046564632,0.0999650464131398,"Afdn","17356","afadin, adherens junction formation factor","NM_010806","ENSMUSG00000068036"
"Gm34567",29.6442505614428,0.760183671137842,0.224125731583675,3.39177329513383,0.000694418709762478,0.0112164130522164,"Gm34567","102637865","predicted gene, 34567","XR_385410","ENSMUSG00000117254"
"Phf10",3866.53153809141,0.495476322678769,0.171852142621291,2.88315475804479,0.00393713960837,0.0402368101419767,"Phf10","72057","PHD finger protein 10","NM_001360983","ENSMUSG00000023883"
"Rgmb",2834.77077661472,0.148122208848198,0.0570331295867963,2.59712573939639,0.00940075041052363,0.0721715322894576,"Rgmb","68799","repulsive guidance molecule family member B","NM_001372256","ENSMUSG00000048027"
"Spaca6",267.940316560685,0.716039679693513,0.195877214798685,3.655553712204,0.000256627468011036,0.00527515325485795,"Spaca6","75202","sperm acrosome associated 6","NM_001162909","ENSMUSG00000080316"
"Gm30531",13.6974555129878,1.13679197194558,0.449939293838468,2.52654521957288,0.0115190558217688,0.08272231424767,"Gm30531","102632467","predicted gene, 30531","NR_169114",NA
"Zfp995",97.989965545415,0.770681054885774,0.307732366327147,2.50438738077512,0.0122663649186381,0.0861465398308953,"Zfp995","70081","zinc finger protein 995","NM_001256493","ENSMUSG00000078546"
"Zfp946",144.72936168552,0.831098997803692,0.329081849395884,2.52550846948683,0.0115530996670462,0.0828447482802071,"Zfp946","74149","zinc finger protein 946","NM_001331195","ENSMUSG00000071266"
"Zfp13",1174.44609677023,-0.16834218372913,0.0668474227969827,-2.51830477055771,0.0117921235916834,0.0840485269191625,"Zfp13","22654","zinc finger protein 13","NM_001356268","ENSMUSG00000062012"
"Tnfrsf12a",438.443610082327,0.499186771977649,0.171476077570031,2.91111611048941,0.00360140157925574,0.0377369808295875,"Tnfrsf12a","27279","tumor necrosis factor receptor superfamily, member 12a","NM_001161746","ENSMUSG00000023905"
"Paqr4",2178.22719425199,-0.236667808608155,0.0940031991445301,-2.51765696020917,0.0118138318531975,0.0841017623972707,"Paqr4","76498","progestin and adipoQ receptor family member IV","NM_023824","ENSMUSG00000023909"
"Tbc1d24",8197.84667744641,-0.139477190740713,0.0525833419322096,-2.65249764688837,0.0079898684822695,0.0648819796688054,"Tbc1d24","224617","TBC1 domain family, member 24","NM_001163847","ENSMUSG00000036473"
"Ccnf",1386.5729680725,-0.651522393551654,0.184886003028255,-3.52391410317896,0.000425222072677426,0.00770399785866188,"Ccnf","12449","cyclin F","NM_007634","ENSMUSG00000072082"
"Eci1",352.006340295346,-0.563867471498073,0.135717095216902,-4.15472693839271,3.25676239737138e-05,0.00111618129437183,"Eci1","13177","enoyl-Coenzyme A delta isomerase 1","NM_010023","ENSMUSG00000024132"
"Nme3",405.191233692193,-0.336841066084486,0.125931214917885,-2.67480200444446,0.00747733956709759,0.0618373534059919,"Nme3","79059","NME/NM23 nucleoside diphosphate kinase 3","NM_019730","ENSMUSG00000073435"
"Ptx4",58.7194492314608,-0.652352795200265,0.196584475431913,-3.31843495661084,0.000905234024183274,0.0136975590730175,"Ptx4","68509","pentraxin 4","NM_001163416","ENSMUSG00000044172"
"Gng13",403.188322218341,-0.32771659798385,0.109692693888819,-2.98758820086972,0.00281188145898535,0.0317550844944305,"Gng13","64337","guanine nucleotide binding protein (G protein), gamma 13","NM_001357782","ENSMUSG00000025739"
"Msln",26.1505665399261,0.588723214820489,0.224620443267989,2.62096898329997,0.00876802387806477,0.0692377684379027,"Msln","56047","mesothelin","NM_001356286","ENSMUSG00000063011"
"Wdr90",500.68860442619,0.287716989022486,0.0931909348236865,3.08739245471499,0.00201920820595039,0.0250900071537413,"Wdr90","106618","WD repeat domain 90","NM_001163766","ENSMUSG00000073434"
"Pigq",4570.21892028835,-0.201159060859046,0.08150455316767,-2.46807145172889,0.0135843201148016,0.0922198857899497,"Pigq","14755","phosphatidylinositol glycan anchor biosynthesis, class Q","NM_001291025","ENSMUSG00000025728"
"Neurl1b",2813.95511691482,0.225164509337902,0.0706729500990579,3.18600693790626,0.00144251137945752,0.0195262483824353,"Neurl1b","240055","neuralized E3 ubiquitin protein ligase 1B","NM_001081656","ENSMUSG00000034413"
"Itpr3",124.840849518391,-0.720953417451915,0.184285845500639,-3.91214754173519,9.14789923053644e-05,0.00243380820519332,"Itpr3","16440","inositol 1,4,5-triphosphate receptor 3","NM_080553","ENSMUSG00000042644"
"Grm4",1766.47548710411,-0.373643839789114,0.0982296140533631,-3.80377998417191,0.000142504759302619,0.0034104008517823,"Grm4","268934","glutamate receptor, metabotropic 4","NM_001013385","ENSMUSG00000063239"
"Hmga1",2203.00532813358,0.411932009948585,0.140470859541707,2.9325086448003,0.0033623556158945,0.0360203017884128,"Hmga1","15361","high mobility group AT-hook 1","NM_001025427","ENSMUSG00000046711"
"Anks1",1152.98001875432,-0.191799441451527,0.0754372457845377,-2.54250323506429,0.0110061582357386,0.0800238480833206,"Anks1","224650","ankyrin repeat and SAM domain containing 1","NM_001286040","ENSMUSG00000024219"
"Tcp11",26.6872009045026,-0.783045030470405,0.226117394570912,-3.46300218059888,0.000534184066205705,0.00917171266385551,"Tcp11","21463","t-complex protein 11","NM_001085555","ENSMUSG00000062859"
"Ppard",1608.35441189562,0.239470882946707,0.0812712339240286,2.94656388717515,0.00321326033984059,0.0349943208123143,"Ppard","19015","peroxisome proliferator activator receptor delta","NM_011145","ENSMUSG00000002250"
"Tulp1",118.645313997134,0.810732524216975,0.286524153478148,2.82954338883966,0.00466144788766345,0.0452105407557787,"Tulp1","22157","tubby like protein 1","NM_021478","ENSMUSG00000037446"
"Gm35883",10.0016948779136,1.11138766121674,0.397653037173286,2.79486778000498,0.00519209455781563,0.0483694655467587,"Gm35883","105246245","predicted gene, 35883","XR_003952337",NA
"Pnpla1",12.1188051744121,-0.978280985926529,0.362596798023244,-2.69798572756237,0.0069760431464863,0.0589173062500432,"Pnpla1","433091","patatin-like phospholipase domain containing 1","NM_001034885","ENSMUSG00000043286"
"Stk38",929.126272083868,0.166338615420425,0.0599706153021808,2.77366864725793,0.00554281024421111,0.0504124046705477,"Stk38","106504","serine/threonine kinase 38","NM_001357173","ENSMUSG00000024006"
"Cpne5",2370.69842383351,-0.413524049393111,0.099621866420884,-4.15093657898405,3.31117516769143e-05,0.00112297271376343,"Cpne5","240058","copine V","NM_001360239","ENSMUSG00000024008"
"Gm53222",15.8814301494196,0.874175280077098,0.343518542684001,2.54476883037211,0.0109350103565685,0.0796372579153459,"Gm53222","115488789","predicted gene, 53222","XM_030250182",NA
"Mdga1",1468.42012808803,0.644161260718261,0.105884533444673,6.08361995621246,1.17498932898989e-09,2.31329288004132e-07,"Mdga1","74762","MAM domain containing glycosylphosphatidylinositol anchor 1","NM_001081160","ENSMUSG00000043557"
"Glo1",5050.62929623508,-0.211776944558958,0.0600879363344987,-3.52445028865752,0.000424362432303941,0.00769629266938948,"Glo1","109801","glyoxalase 1","NM_001113560","ENSMUSG00000024026"
